"HS2","HS2ID","HS4","HS4ID","Section","SectionID","TradeValue","Year"
"Plastics and articles thereof",739,"Styrene Polymers",73903,"Plastics and Rubbers",7,116339,2019
"Plastics and articles thereof",739,"Vinyl Chloride Polymers",73904,"Plastics and Rubbers",7,8481086,2019
"Plastics and articles thereof",739,"Other Vinyl Polymers",73905,"Plastics and Rubbers",7,292054,2019
"Plastics and articles thereof",739,"Acrylic Polymers",73906,"Plastics and Rubbers",7,815880,2019
"Plastics and articles thereof",739,"Polyacetals",73907,"Plastics and Rubbers",7,2670405,2019
"Plastics and articles thereof",739,"Polyamides",73908,"Plastics and Rubbers",7,93385,2019
"Plastics and articles thereof",739,"Amino-resins",73909,"Plastics and Rubbers",7,411368,2019
"Plastics and articles thereof",739,"Silicone",73910,"Plastics and Rubbers",7,375867,2019
"Plastics and articles thereof",739,"Petroleum Resins",73911,"Plastics and Rubbers",7,171368,2019
"Plastics and articles thereof",739,"Cellulose",73912,"Plastics and Rubbers",7,319432,2019
"Plastics and articles thereof",739,"Natural Polymers",73913,"Plastics and Rubbers",7,97388,2019
"Plastics and articles thereof",739,"Polymer Ion-Exchangers",73914,"Plastics and Rubbers",7,1753,2019
"Plastics and articles thereof",739,"Scrap Plastic",73915,"Plastics and Rubbers",7,3680432,2019
"Plastics and articles thereof",739,"Monofilament",73916,"Plastics and Rubbers",7,3251581,2019
"Plastics and articles thereof",739,"Plastic Pipes",73917,"Plastics and Rubbers",7,60563892,2019
"Plastics and articles thereof",739,"Plastic Floor Coverings",73918,"Plastics and Rubbers",7,186464,2019
"Plastics and articles thereof",739,"Self-adhesive Plastics",73919,"Plastics and Rubbers",7,7661840,2019
"Plastics and articles thereof",739,"Raw Plastic Sheeting",73920,"Plastics and Rubbers",7,18384377,2019
"Plastics and articles thereof",739,"Other Plastic Sheetings",73921,"Plastics and Rubbers",7,62079236,2019
"Plastics and articles thereof",739,"Plastic Wash Basins",73922,"Plastics and Rubbers",7,1302943,2019
"Plastics and articles thereof",739,"Plastic Lids",73923,"Plastics and Rubbers",7,92393774,2019
"Plastics and articles thereof",739,"Plastic Housewares",73924,"Plastics and Rubbers",7,5937352,2019
"Plastics and articles thereof",739,"Plastic Building Materials",73925,"Plastics and Rubbers",7,18994717,2019
"Plastics and articles thereof",739,"Other Plastic Products",73926,"Plastics and Rubbers",7,121597631.00000001,2019
"Exports",1,"Plastics and articles thereof",739,"Plastics and articles thereof",1,1,2019
"Rubber and articles thereof",740,"Rubber",74001,"Plastics and Rubbers",7,141520,2019
"Rubber and articles thereof",740,"Synthetic Rubber",74002,"Plastics and Rubbers",7,103315,2019
"Rubber and articles thereof",740,"Reclaimed Rubber",74003,"Plastics and Rubbers",7,80699,2019
"Rubber and articles thereof",740,"Scrap Rubber",74004,"Plastics and Rubbers",7,54833,2019
"Rubber and articles thereof",740,"Compounded Unvulcanised Rubber",74005,"Plastics and Rubbers",7,593622,2019
"Rubber and articles thereof",740,"Unvulcanised Rubber Products",74006,"Plastics and Rubbers",7,8956,2019
"Rubber and articles thereof",740,"Rubber Thread",74007,"Plastics and Rubbers",7,16717,2019
"Rubber and articles thereof",740,"Rubber Sheets",74008,"Plastics and Rubbers",7,155055,2019
"Rubber and articles thereof",740,"Rubber Pipes",74009,"Plastics and Rubbers",7,505138,2019
"Rubber and articles thereof",740,"Rubber Belting",74010,"Plastics and Rubbers",7,134832,2019
"Rubber and articles thereof",740,"Rubber Tires",74011,"Plastics and Rubbers",7,203310189,2019
"Rubber and articles thereof",740,"Used Rubber Tires",74012,"Plastics and Rubbers",7,48203,2019
"Rubber and articles thereof",740,"Rubber Inner Tubes",74013,"Plastics and Rubbers",7,55388,2019
"Rubber and articles thereof",740,"Pharmaceutical Rubber Products",74014,"Plastics and Rubbers",7,320456,2019
"Rubber and articles thereof",740,"Rubber Apparel",74015,"Plastics and Rubbers",7,590576,2019
"Rubber and articles thereof",740,"Other Rubber Products",74016,"Plastics and Rubbers",7,74474925,2019
"Rubber and articles thereof",740,"Hard Rubber",74017,"Plastics and Rubbers",7,38133,2019
"Exports",1,"Rubber and articles thereof",740,"Rubber and articles thereof",1,1,2019
"Raw hides and skins (other than furskins) and leather",841,"Equine and Bovine Hides",84101,"Animal Hides",8,24262,2019
"Raw hides and skins (other than furskins) and leather",841,"Sheep Hides",84102,"Animal Hides",8,1298,2019
"Raw hides and skins (other than furskins) and leather",841,"Other Hides and Skins",84103,"Animal Hides",8,282041,2019
"Raw hides and skins (other than furskins) and leather",841,"Tanned Equine and Bovine Hides",84104,"Animal Hides",8,3684880,2019
"Raw hides and skins (other than furskins) and leather",841,"Leather of Other Animals",84107,"Animal Hides",8,100,2019
"Raw hides and skins (other than furskins) and leather",841,"Chamois Leather",84108,"Animal Hides",8,271,2019
"Raw hides and skins (other than furskins) and leather",841,"Patent Leather",84109,"Animal Hides",8,19,2019
"Raw hides and skins (other than furskins) and leather",841,"Leather Waste",84110,"Animal Hides",8,6314,2019
"Raw hides and skins (other than furskins) and leather",841,"Leather Sheets",84111,"Animal Hides",8,4956,2019
"Exports",1,"Raw hides and skins (other than furskins) and leather",841,"Raw hides and skins (other than furskins) and leather",1,1,2019
"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",842,"Saddlery",84201,"Animal Hides",8,77954,2019
"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",842,"Trunks and Cases",84202,"Animal Hides",8,5899841,2019
"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",842,"Leather Apparel",84203,"Animal Hides",8,76972,2019
"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",842,"Other Leather Articles",84205,"Animal Hides",8,8720,2019
"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",842,"Articles of Gut",84206,"Animal Hides",8,5002,2019
"Exports",1,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",842,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",1,1,2019
"Furskins and artificial fur; manufactures thereof",843,"Furskin Apparel",84303,"Animal Hides",8,25777,2019
"Furskins and artificial fur; manufactures thereof",843,"Artificial Fur",84304,"Animal Hides",8,37903,2019
"Exports",1,"Furskins and artificial fur; manufactures thereof",843,"Furskins and artificial fur; manufactures thereof",1,1,2019
"Wood and articles of wood; wood charcoal",944,"Fuel Wood",94401,"Wood Products",9,114488.99999999999,2019
"Wood and articles of wood; wood charcoal",944,"Wood Charcoal",94402,"Wood Products",9,45467,2019
"Wood and articles of wood; wood charcoal",944,"Rough Wood",94403,"Wood Products",9,29303773,2019
"Wood and articles of wood; wood charcoal",944,"Wood Stakes",94404,"Wood Products",9,21342,2019
"Wood and articles of wood; wood charcoal",944,"Sawn Wood",94407,"Wood Products",9,9165348.999999998,2019
"Wood and articles of wood; wood charcoal",944,"Veneer Sheets",94408,"Wood Products",9,98992,2019
"Wood and articles of wood; wood charcoal",944,"Shaped Wood",94409,"Wood Products",9,786918.9999999999,2019
"Wood and articles of wood; wood charcoal",944,"Particle Board",94410,"Wood Products",9,44266,2019
"Wood and articles of wood; wood charcoal",944,"Wood Fiberboard",94411,"Wood Products",9,47946,2019
"Wood and articles of wood; wood charcoal",944,"Plywood",94412,"Wood Products",9,196965,2019
"Wood and articles of wood; wood charcoal",944,"Densified Wood",94413,"Wood Products",9,17781,2019
"Wood and articles of wood; wood charcoal",944,"Wood Frames",94414,"Wood Products",9,9666,2019
"Wood and articles of wood; wood charcoal",944,"Wood Crates",94415,"Wood Products",9,24261443,2019
"Wood and articles of wood; wood charcoal",944,"Wood Barrels",94416,"Wood Products",9,48.00000000000001,2019
"Wood and articles of wood; wood charcoal",944,"Wooden Tool Handles",94417,"Wood Products",9,795354.9999999999,2019
"Wood and articles of wood; wood charcoal",944,"Wood Carpentry",94418,"Wood Products",9,260239,2019
"Wood and articles of wood; wood charcoal",944,"Wood Kitchenware",94419,"Wood Products",9,42529,2019
"Wood and articles of wood; wood charcoal",944,"Wood Ornaments",94420,"Wood Products",9,517429,2019
"Wood and articles of wood; wood charcoal",944,"Other Wood Articles",94421,"Wood Products",9,659995,2019
"Exports",1,"Wood and articles of wood; wood charcoal",944,"Wood and articles of wood; wood charcoal",1,1,2019
"Cork and articles of cork",945,"Natural Cork Articles",94503,"Wood Products",9,36162,2019
"Cork and articles of cork",945,"Agglomerated Cork",94504,"Wood Products",9,970.0000000000001,2019
"Exports",1,"Cork and articles of cork",945,"Cork and articles of cork",1,1,2019
"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",946,"Plaiting Products",94601,"Wood Products",9,30147,2019
"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",946,"Basketwork",94602,"Wood Products",9,3187,2019
"Exports",1,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",946,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",1,1,2019
"Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard",1047,"Mechanical Wood Pulp",104701,"Paper Goods",10,10737,2019
"Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard",1047,"Sulfite Chemical Woodpulp",104704,"Paper Goods",10,770.9999999999999,2019
"Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard",1047,"Recovered Paper Pulp",104706,"Paper Goods",10,26125,2019
"Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard",1047,"Recovered Paper",104707,"Paper Goods",10,11908158,2019
"Exports",1,"Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard",1047,"Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard",1,1,2019
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,"Newsprint",104801,"Paper Goods",10,136806,2019
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,"Uncoated Paper",104802,"Paper Goods",10,552495,2019
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,"Facial Tissue",104803,"Paper Goods",10,76804,2019
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,"Uncoated Kraft Paper",104804,"Paper Goods",10,11746735,2019
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,"Other Uncoated Paper",104805,"Paper Goods",10,4207491,2019
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,"Vegetable Parchment",104806,"Paper Goods",10,308741,2019
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,"Composite Paper",104807,"Paper Goods",10,5947253,2019
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,"Corrugated Paper",104808,"Paper Goods",10,4533982.000000001,2019
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,"Carbon Paper",104809,"Paper Goods",10,488492.99999999994,2019
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,"Kaolin Coated Paper",104810,"Paper Goods",10,255917,2019
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,"Cellulose Fibers Paper",104811,"Paper Goods",10,2491865,2019
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,"Cigarette Paper",104813,"Paper Goods",10,20230,2019
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,"Wallpaper",104814,"Paper Goods",10,6075.000000000001,2019
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,"Other Carbon Paper",104816,"Paper Goods",10,28633.000000000004,2019
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,"Letter Stock",104817,"Paper Goods",10,530025,2019
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,"Toilet Paper",104818,"Paper Goods",10,149930856,2019
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,"Paper Containers",104819,"Paper Goods",10,33664640,2019
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,"Paper Notebooks",104820,"Paper Goods",10,5711817,2019
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,"Paper Labels",104821,"Paper Goods",10,7729366,2019
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,"Paper Spools",104822,"Paper Goods",10,73226,2019
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,"Shaped Paper",104823,"Paper Goods",10,1082925,2019
"Exports",1,"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",1,1,2019
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,"Brochures",104901,"Paper Goods",10,5841035,2019
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,"Newspapers",104902,"Paper Goods",10,479477.99999999994,2019
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,"Children's Picture Books",104903,"Paper Goods",10,95940,2019
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,"Maps",104905,"Paper Goods",10,22580,2019
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,"Architectural Plans",104906,"Paper Goods",10,33910,2019
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,"Postage Stamps",104907,"Paper Goods",10,297527.99999999994,2019
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,"Decals",104908,"Paper Goods",10,110191,2019
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,"Postcards",104909,"Paper Goods",10,9168,2019
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,"Calendars",104910,"Paper Goods",10,48103,2019
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,"Other Printed Material",104911,"Paper Goods",10,2238271,2019
"Exports",1,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1,1,2019
"Silk",1150,"Silk Fabrics",115007,"Textiles",11,1019.0000000000001,2019
"Exports",1,"Silk",1150,"Silk",1,1,2019
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,"Wool",115101,"Textiles",11,18.000000000000004,2019
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,"Non-Retail Carded Wool Yarn",115106,"Textiles",11,1499.0000000000002,2019
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,"Non-Retail Animal Hair Yarn",115108,"Textiles",11,26129,2019
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,"Retail Wool or Animal Hair Yarn",115109,"Textiles",11,237,2019
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,"Carded Wool or Animal Hair Fabric",115111,"Textiles",11,9731,2019
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,"Combed Wool or Animal Hair Fabric",115112,"Textiles",11,14427,2019
"Exports",1,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1,1,2019
"Cotton",1152,"Raw Cotton",115201,"Textiles",11,269899,2019
"Cotton",1152,"Cotton Waste",115202,"Textiles",11,2220862,2019
"Cotton",1152,"Prepared Cotton",115203,"Textiles",11,1066498,2019
"Cotton",1152,"Cotton Sewing Thread",115204,"Textiles",11,10861,2019
"Cotton",1152,"Non-Retail Pure Cotton Yarn",115205,"Textiles",11,23217717,2019
"Cotton",1152,"Non-Retail Mixed Cotton Yarn",115206,"Textiles",11,10869894,2019
"Cotton",1152,"Retail Cotton Yarn",115207,"Textiles",11,191171,2019
"Cotton",1152,"Light Pure Woven Cotton",115208,"Textiles",11,10317,2019
